pack,issue,title,artist,deezerId,detail
"Road Trip","EXPLICIT","Rien à fêter","Camille Yembe","3918156161","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Time to Pretend","MGMT","536481","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Some Nights","fun.","16501727","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Hell N Back","Bakar","728760222","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","About Damn Time","Lizzo","1818665207","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Slide (feat. Frank Ocean & Migos)","Calvin Harris","142844852","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","New Gold (feat. Tame Impala and Bootie Brown)","Gorillaz","1878740837","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","American Cars","Noah Kahan","3979667761","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris","374051471","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","I'm your first","flowerovlove","3531126261","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Dial Drunk","Noah Kahan","2368216925","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","East Side of Sorrow","Zach Bryan","2417266215","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Post Break-Up Sex","The Vaccines","941198052","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Dreams","Beck","414880992","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","1950","King Princess","463268972","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Helmet","Steve Lacy","1817216157","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Don't Remind Me","Amber Mark","3586146921","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Doses & Mimosas","Cherub","71415361","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","touch tank","Quinnie","1881696997","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","I Want","Enny","1355405782","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Really, Really","Dreamer Isioma","2024029837","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Ghost Town","Adam Lambert","101819685","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","The Mother We Share","CHVRCHES","3025690811","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Paris","Magic Man","70368139","Deezer explicit_lyrics = true"
"Road Trip","EXPLICIT","Cold War","Cautious Clay","3427807231","Deezer explicit_lyrics = true"
"Wedding","ODD CUT","Get Lucky (Radio Edit - feat. Pharrell Williams and Nile Rodgers)","Daft Punk","66609426","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","Feel So Close (Radio Edit)","Calvin Harris","13040252","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","Crazy for You (Edit)","Madonna","723867","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","Ignition (Remix)","R. Kelly","576455","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","How Do I Live","LeAnn Rimes","75778882","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","I Gotta Feeling (FMIF Remix; Edit)","The Black Eyed Peas","2531104231","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","On The Floor (Radio Edit)","Jennifer Lopez","8930372","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","Purple Rain (7"" Single Edit; 2017 Remaster)","Prince","374283241","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","Beautiful Things (Acoustic)","Benson Boone","2674548842","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","True (Single Edit)","Spandau Ballet","3130319","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","Live Your Life","T.I.","383741911","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","Move on Up (Single Edit)","Curtis Mayfield","115195420","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","Kiss Me (Radio Edit)","Sixpence None The Richer","134116990","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","The Best (Edit)","Tina Turner","3167295","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","Cha Cha Slide (Original Live Platinum Band Mix)","DJ Casper","1675120927","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","The Twist (Rerecorded)","Chubby Checker","5896428","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","Come On Eileen (Single Edit)","Dexys Midnight Runners","4255658","live/remix/instrumental/edit variant"
"Wedding","ODD CUT","Medley: I Want You Back / ABC / The Love You Save (Live from the 1981 U.S. Tour)","The Jacksons","3967022541","live/remix/instrumental/edit variant"
"Wedding","EXPLICIT","I Like It","Cardi B","482986842","Deezer explicit_lyrics = true"
"Wedding","EXPLICIT","You're Beautiful","James Blunt","2659940","Deezer explicit_lyrics = true"
"Wedding","EXPLICIT","Good Riddance (Time of Your Life)","Green Day","778429","Deezer explicit_lyrics = true"
"Wedding","EXPLICIT","Time of Our Lives","Ne-Yo","89597767","Deezer explicit_lyrics = true"
"Wedding","EXPLICIT","Get Low","Lil Jon & The East Side Boyz","2591105","Deezer explicit_lyrics = true"
"Wedding","EXPLICIT","Hey Ya!","OutKast","628266","Deezer explicit_lyrics = true"
"Wedding","EXPLICIT","Cake By The Ocean","DNCE","136341758","Deezer explicit_lyrics = true"
"Wedding","EXPLICIT","Espresso","Sabrina Carpenter","2743578151","Deezer explicit_lyrics = true"
