DeezerId,Title,Artist,Album,Source
"122946174","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","P!nk","",""
"495635702","Ashes (from ""Deadpool 2"" Motion Picture Soundtrack)","Céline Dion","",""
"119872348","End Credits","Alan Silvestri","",""
"1998830387","Theme from Glass Onion","Nathan Johnson","",""
"647842202","Light of the Seven","Ramin Djawadi","",""
"99127212","Going The Distance (From ""Rocky"" Soundtrack / Remastered 2006)","Bill Conti","",""
"548844302","Gortoz A Ran","Denez Prigent","",""
"119437636","Test Drive (From How To Train Your Dragon Music From The Motion Picture)","John Powell","",""
"2373296535","I'm Just Ken","Ryan Gosling","",""
"647842362","The Winds of Winter","Ramin Djawadi","",""
"88725241","The Imitation Game","Alexandre Desplat","",""
"117729430","Goodbye Brother","Ramin Djawadi","",""
"2299751175","Succession - Andante Risoluto","Nicholas Britell","",""
"623727802","Kung Fu Fighting","Cee-Lo","",""
"1764283657","You’re Where You Belong / Give ‘Em Hell","Harold Faltermeyer","",""
"6524407","Dream Is Collapsing","Hans Zimmer","",""
"119437644","Romantic Flight (From How To Train Your Dragon Music From The Motion Picture)","John Powell","",""
"363779021","My Name Is Barbossa","Geoff Zanelli","",""
"119437630","Forbidden Friendship","John Powell","",""
"647826112","A Lannister Always Pays His Debts","Ramin Djawadi","",""
"2364462375","Manhattan Project","Ludwig Göransson","",""
"647842192","Blood of My Blood","Ramin Djawadi","",""
"2364462525","Destroyer Of Worlds","Ludwig Göransson","",""
"117729500","Winterfell","Ramin Djawadi","",""
"1503464192","Final Ascent","Hans Zimmer","",""
"68335319","Theme from World War Z","The Evolved","",""
"2364462385","American Prometheus","Ludwig Göransson","",""
"119437616","This Is Berk","John Powell","",""
"988981112","The Last of Us Part II","Gustavo Santaolalla","",""
"857747182","Toss A Coin To Your Witcher","Sonya Belousova","",""
"12241602","First Class","Henry Jackman","",""
"139872165","Main Theme (From ""The Dark Knight Rises"")","Lindsey Stirling","",""
"1965783167","The Power of Prophecy","Ramin Djawadi","",""
"1351855932","Flying With Mother","John Powell","",""
"2885505722","All Must Choose","Ramin Djawadi","",""
"134494866","The Middle of the World","Nicholas Britell","",""
"2364462535","Oppenheimer","Ludwig Göransson","",""
"2670920802","Worm Ride","Hans Zimmer","",""
"24307651","This Land","Hans Zimmer","",""
"1351855982","Stoick's Ship","John Powell","",""
"126371457","Now You See Me 2 Main Titles","Brian Tyler","",""
"66608549","Iron Man 3","Brian Tyler","",""
"647841602","Brothers In Arms","Junkie XL","",""
"2338649085","The Legend of Ashitaka (from 'Princess Mononoke')","Joe Hisaishi","",""
"1198104702","Indiana Jones Theme","Hollywood Studio Orchestra","",""
"647842242","My Watch Has Ended","Ramin Djawadi","",""
